UserID,DestinationID,Preferences,TripPurpose,GroupSize,TravelMode,Cost,TotalSpend,StayDuration,BookingSource,Weather,BudgetCategory,DurationCategory,ExperienceRating,SatisfactionScore,VisitDate
202,2521,Family,Family,Family,Car,22884,30084,6,Yatra,Cold,Medium Budget,Long Trip,9,Highly Satisfied,19-06-2022
203,2604,Adventure,Adventure,Couple,Train,58916,67316,7,Cleartrip,Rainy,Luxury,Long Trip,6,Satisfied,03-01-2021
204,3719,Leisure,Leisure,Couple,Bike,30233,37433,6,Yatra,Rainy,Luxury,Long Trip,10,Highly Satisfied,13-12-2023
205,3344,Leisure,Honeymoon,Couple,Cab,6693,16293,8,Cleartrip,Pleasant,Low Budget,Long Trip,8,Highly Satisfied,22-08-2020
206,474,Leisure,Honeymoon,Couple,Flight,8908,14908,5,Goibibo,Cold,Low Budget,Medium Trip,5,Neutral,14-01-2023
207,1845,Religious,Religious,Family,Car,3775,4975,1,Goibibo,Cold,Low Budget,Short Trip,2,Unsatisfied,15-12-2020
208,2886,Adventure,Adventure,Couple,Train,19864,30664,9,Goibibo,Cold,Medium Budget,Long Trip,1,Unsatisfied,08-04-2022
209,3526,Leisure,Honeymoon,Couple,Flight,19464,25464,5,Booking.com,Rainy,Medium Budget,Medium Trip,9,Highly Satisfied,05-04-2024
210,4625,Business,Business,Solo,Train,6149,16949,9,Booking.com,Sunny,Low Budget,Long Trip,9,Highly Satisfied,19-01-2023
211,1653,Business,Business,Solo,Flight,2753,6353,3,Cleartrip,Rainy,Low Budget,Medium Trip,7,Satisfied,24-07-2021
212,4880,Family,Leisure,Group,Car,30717,36717,5,Cleartrip,Pleasant,Luxury,Medium Trip,2,Unsatisfied,22-05-2023
213,821,Adventure,Adventure,Solo,Train,47712,57312,8,MakeMyTrip,Pleasant,Luxury,Long Trip,8,Highly Satisfied,08-05-2022
214,845,Religious,Religious,Couple,Cab,40581,45381,4,Booking.com,Cold,Luxury,Medium Trip,6,Satisfied,17-08-2021
215,3060,Leisure,Honeymoon,Couple,Cab,38543,40943,2,MakeMyTrip,Pleasant,Luxury,Short Trip,6,Satisfied,11-08-2021
216,3541,Leisure,Leisure,Solo,Train,27307,38107,9,Cleartrip,Rainy,Medium Budget,Long Trip,6,Satisfied,06-02-2022
217,4989,Business,Business,Couple,Train,50133,54933,4,Yatra,Sunny,Luxury,Medium Trip,7,Satisfied,01-01-2024
218,1857,Business,Business,Solo,Flight,20059,22459,2,Goibibo,Rainy,Medium Budget,Short Trip,10,Highly Satisfied,17-05-2021
219,3370,Adventure,Adventure,Couple,Train,54305,55505,1,Yatra,Sunny,Luxury,Short Trip,1,Unsatisfied,02-04-2023
220,233,Religious,Religious,Solo,Train,57489,67089,8,Yatra,Sunny,Luxury,Long Trip,1,Unsatisfied,15-07-2022
221,717,Family,Leisure,Group,Car,47331,50931,3,Yatra,Sunny,Luxury,Medium Trip,8,Highly Satisfied,08-01-2022
222,956,Family,Leisure,Family,Bike,19801,28201,7,MakeMyTrip,Rainy,Medium Budget,Long Trip,6,Satisfied,08-11-2023
223,60,Business,Business,Couple,Train,31866,41466,8,Cleartrip,Sunny,Luxury,Long Trip,10,Highly Satisfied,08-02-2020
224,699,Leisure,Leisure,Family,Car,3293,8093,4,Goibibo,Cold,Low Budget,Medium Trip,6,Satisfied,21-06-2023
225,1365,Adventure,Adventure,Group,Bike,42812,50012,6,Booking.com,Sunny,Luxury,Long Trip,7,Satisfied,08-07-2024
226,2188,Leisure,Honeymoon,Couple,Flight,34223,43823,8,Goibibo,Sunny,Luxury,Long Trip,1,Unsatisfied,08-09-2022
227,28,Religious,Religious,Couple,Cab,4105,10105,5,MakeMyTrip,Rainy,Low Budget,Medium Trip,6,Satisfied,21-07-2020
228,1006,Leisure,Leisure,Family,Cab,58385,64385,5,Booking.com,Pleasant,Luxury,Medium Trip,4,Neutral,22-12-2024
229,1978,Family,Leisure,Family,Car,49622,58022,7,Goibibo,Pleasant,Luxury,Long Trip,6,Satisfied,26-03-2020
230,2014,Business,Business,Solo,Cab,57216,64416,6,Goibibo,Pleasant,Luxury,Long Trip,5,Neutral,12-03-2022
231,1417,Adventure,Adventure,Solo,Train,37627,46027,7,Goibibo,Cold,Luxury,Long Trip,2,Unsatisfied,18-06-2023
232,2028,Leisure,Honeymoon,Couple,Flight,30407,41207,9,Cleartrip,Rainy,Luxury,Long Trip,1,Unsatisfied,08-01-2021
233,966,Adventure,Adventure,Group,Bike,6225,9825,3,Yatra,Sunny,Low Budget,Medium Trip,10,Highly Satisfied,19-10-2023
234,1318,Leisure,Family,Family,Car,24131,25331,1,Goibibo,Rainy,Medium Budget,Short Trip,2,Unsatisfied,22-07-2021
235,975,Leisure,Leisure,Family,Bike,54886,59686,4,Yatra,Cold,Luxury,Medium Trip,2,Unsatisfied,04-05-2024
236,1283,Leisure,Honeymoon,Couple,Flight,55602,62802,6,Booking.com,Sunny,Luxury,Long Trip,6,Satisfied,09-10-2024
237,4159,Religious,Religious,Couple,Cab,22755,26355,3,MakeMyTrip,Rainy,Medium Budget,Medium Trip,7,Satisfied,06-03-2022
238,175,Leisure,Honeymoon,Couple,Flight,3424,10624,6,Booking.com,Rainy,Low Budget,Long Trip,1,Unsatisfied,22-07-2021
239,1406,Business,Business,Couple,Cab,9644,19244,8,MakeMyTrip,Pleasant,Low Budget,Long Trip,1,Unsatisfied,29-04-2022
240,1220,Business,Business,Solo,Train,51871,55471,3,Cleartrip,Pleasant,Luxury,Medium Trip,8,Highly Satisfied,12-10-2022
241,1575,Religious,Religious,Couple,Cab,51548,53948,2,Yatra,Rainy,Luxury,Short Trip,4,Neutral,17-06-2021
242,211,Adventure,Adventure,Group,Bike,31896,36696,4,Cleartrip,Rainy,Luxury,Medium Trip,10,Highly Satisfied,23-04-2021
243,798,Adventure,Adventure,Couple,Bike,40769,47969,6,Goibibo,Sunny,Luxury,Long Trip,5,Neutral,01-07-2024
244,3192,Leisure,Honeymoon,Couple,Cab,46816,52816,5,Cleartrip,Rainy,Luxury,Medium Trip,3,Unsatisfied,07-12-2023
245,3590,Leisure,Honeymoon,Couple,Cab,59252,60452,1,Goibibo,Pleasant,Luxury,Short Trip,1,Unsatisfied,30-09-2024
246,3818,Family,Family,Family,Cab,39065,40265,1,Goibibo,Rainy,Luxury,Short Trip,4,Neutral,15-03-2024
247,2112,Business,Business,Solo,Train,13841,16241,2,Goibibo,Cold,Medium Budget,Short Trip,5,Neutral,14-05-2024
248,982,Business,Business,Couple,Train,42275,45875,3,Booking.com,Cold,Luxury,Medium Trip,3,Unsatisfied,19-08-2024
249,3517,Religious,Religious,Solo,Car,27561,31161,3,Goibibo,Rainy,Medium Budget,Medium Trip,9,Highly Satisfied,04-09-2020
250,636,Religious,Religious,Solo,Car,43462,50662,6,Yatra,Pleasant,Luxury,Long Trip,2,Unsatisfied,06-07-2024
251,1958,Religious,Religious,Solo,Car,32104,35704,3,Goibibo,Cold,Luxury,Medium Trip,3,Unsatisfied,11-10-2024
252,915,Family,Family,Family,Cab,34261,41461,6,Cleartrip,Rainy,Luxury,Long Trip,1,Unsatisfied,19-10-2020
253,2859,Family,Family,Family,Train,52284,55884,3,Yatra,Pleasant,Luxury,Medium Trip,7,Satisfied,29-06-2024
254,4387,Adventure,Adventure,Solo,Bike,24275,30275,5,Yatra,Pleasant,Medium Budget,Medium Trip,6,Satisfied,23-05-2021
255,1271,Adventure,Adventure,Solo,Bike,26588,37388,9,Booking.com,Rainy,Medium Budget,Long Trip,9,Highly Satisfied,21-01-2021
256,171,Leisure,Honeymoon,Couple,Cab,56906,62906,5,Goibibo,Pleasant,Luxury,Medium Trip,5,Neutral,29-04-2023
257,284,Adventure,Adventure,Solo,Train,9853,11053,1,Booking.com,Pleasant,Low Budget,Short Trip,2,Unsatisfied,28-02-2023
258,2072,Religious,Religious,Couple,Cab,56734,63934,6,Cleartrip,Sunny,Luxury,Long Trip,5,Neutral,05-12-2022
259,16,Adventure,Adventure,Group,Car,12729,15129,2,MakeMyTrip,Cold,Medium Budget,Short Trip,10,Highly Satisfied,01-02-2023
260,968,Leisure,Leisure,Solo,Train,32262,40662,7,Cleartrip,Cold,Luxury,Long Trip,5,Neutral,01-05-2021
261,1651,Family,Family,Family,Cab,5630,11630,5,Yatra,Pleasant,Low Budget,Medium Trip,7,Satisfied,15-10-2021
262,2909,Leisure,Honeymoon,Couple,Cab,59885,63485,3,Cleartrip,Pleasant,Luxury,Medium Trip,6,Satisfied,23-05-2024
263,3598,Family,Family,Family,Car,40680,41880,1,Yatra,Cold,Luxury,Short Trip,2,Unsatisfied,01-10-2021
264,1990,Religious,Religious,Solo,Car,41110,48310,6,,Pleasant,Luxury,Long Trip,4,Neutral,15-03-2020
265,531,Adventure,Adventure,Solo,Car,50764,56764,5,Goibibo,Sunny,Luxury,Medium Trip,5,Neutral,02-10-2023
266,1457,Family,Family,Family,Train,4619,10619,5,Cleartrip,Pleasant,Low Budget,Medium Trip,4,Neutral,25-06-2023
267,1480,Business,Business,Solo,Train,8741,13541,4,Booking.com,Sunny,Low Budget,Medium Trip,2,Unsatisfied,18-08-2023
268,1724,Family,Family,Family,Car,31329,33729,2,Yatra,Sunny,Luxury,Short Trip,8,Highly Satisfied,17-01-2021
269,4818,Leisure,Family,Family,Train,6170,10970,4,Cleartrip,Rainy,Low Budget,Medium Trip,4,Neutral,18-11-2020
270,3166,Family,Family,Family,Car,11592,16392,4,Booking.com,Sunny,Medium Budget,Medium Trip,7,Satisfied,13-06-2024
271,3139,Adventure,Adventure,Couple,Car,6346,17146,9,Cleartrip,Rainy,Low Budget,Long Trip,4,Neutral,27-04-2020
272,3763,Leisure,Honeymoon,Couple,Cab,49607,60407,9,,Sunny,Luxury,Long Trip,10,Highly Satisfied,29-02-2020
273,4868,Business,Business,Solo,Flight,16181,20981,4,MakeMyTrip,Sunny,Medium Budget,Medium Trip,4,Neutral,25-04-2020
274,4161,Business,Business,Solo,Flight,4840,10840,5,Goibibo,Rainy,Low Budget,Medium Trip,5,Neutral,30-01-2021
275,303,Adventure,Adventure,Group,Bike,41828,43028,1,Cleartrip,Pleasant,Luxury,Short Trip,2,Unsatisfied,28-11-2020
276,679,Leisure,Honeymoon,Couple,Cab,41726,51326,8,Goibibo,Pleasant,Luxury,Long Trip,7,Satisfied,25-06-2021
277,2696,Leisure,Family,Family,Cab,8952,16152,6,Yatra,Cold,Low Budget,Long Trip,8,Highly Satisfied,04-02-2024
278,1551,Religious,Religious,Family,Cab,43214,51614,7,Goibibo,Rainy,Luxury,Long Trip,1,Unsatisfied,14-02-2024
279,1709,Business,Business,Solo,Train,14872,16072,1,Goibibo,Rainy,Medium Budget,Short Trip,6,Satisfied,27-12-2021
280,3553,Business,Business,Couple,Train,5679,16479,9,Goibibo,Cold,Low Budget,Long Trip,3,Unsatisfied,21-01-2021
281,934,Religious,Religious,Solo,Car,12902,23702,9,Goibibo,Rainy,Medium Budget,Long Trip,3,Unsatisfied,26-03-2022
282,1230,Leisure,Honeymoon,Couple,Flight,16652,25052,7,Booking.com,Cold,Medium Budget,Long Trip,5,Neutral,29-09-2020
283,1252,Family,Family,Family,Cab,55341,61341,5,Goibibo,Sunny,Luxury,Medium Trip,4,Neutral,19-07-2023
284,3982,Family,Family,Family,Train,16174,17374,1,Yatra,Cold,Medium Budget,Short Trip,4,Neutral,28-10-2024
285,3983,Adventure,Adventure,Couple,Car,56678,60278,3,Yatra,Sunny,Luxury,Medium Trip,8,Highly Satisfied,16-08-2023
286,4360,Adventure,Adventure,Couple,Train,23583,24783,1,Yatra,Rainy,Medium Budget,Short Trip,2,Unsatisfied,04-02-2024
287,2534,Business,Business,Solo,Flight,38680,48280,8,Goibibo,Cold,Luxury,Long Trip,6,Satisfied,25-03-2021
288,4745,Family,Family,Family,Train,27077,35477,7,MakeMyTrip,Pleasant,Medium Budget,Long Trip,10,Highly Satisfied,20-05-2021
289,2597,Family,Leisure,Family,Train,38012,47612,8,Yatra,Pleasant,Luxury,Long Trip,7,Satisfied,08-03-2022
290,3136,Leisure,Honeymoon,Couple,Flight,39066,46266,6,Goibibo,Cold,Luxury,Long Trip,1,Unsatisfied,19-01-2024
291,641,Family,Family,Family,Cab,55294,57694,2,Goibibo,Cold,Luxury,Short Trip,3,Unsatisfied,19-11-2023
292,1785,Religious,Religious,Solo,Cab,37517,45917,7,Yatra,Cold,Luxury,Long Trip,7,Satisfied,11-08-2022
293,1896,Leisure,Honeymoon,Couple,Flight,56005,65605,8,Booking.com,Rainy,Luxury,Long Trip,5,Neutral,30-10-2022
294,2218,Business,Business,Couple,Cab,57373,60973,3,MakeMyTrip,Cold,Luxury,Medium Trip,10,Highly Satisfied,12-03-2021
295,3479,Family,Family,Family,Car,10550,18950,7,Booking.com,Pleasant,Medium Budget,Long Trip,8,Highly Satisfied,04-03-2021
296,3967,Family,Family,Family,Cab,28975,32575,3,Yatra,Sunny,Medium Budget,Medium Trip,3,Unsatisfied,25-11-2024
297,4728,Family,Family,Family,Cab,9084,10284,1,Yatra,Pleasant,Low Budget,Short Trip,8,Highly Satisfied,18-09-2022
298,2013,Religious,Religious,Family,Train,27632,33632,5,Goibibo,Rainy,Medium Budget,Medium Trip,8,Highly Satisfied,13-01-2020
299,4344,Business,Business,Solo,Cab,27717,36117,7,Yatra,Cold,Medium Budget,Long Trip,5,Neutral,07-12-2021
300,2717,Adventure,Adventure,Group,Car,25454,32654,6,Booking.com,Sunny,Medium Budget,Long Trip,7,Satisfied,27-07-2023
301,3586,Family,Leisure,Group,Car,40924,42124,1,Booking.com,Sunny,Luxury,Short Trip,6,Satisfied,12-07-2020
302,4888,Business,Business,Solo,Train,49319,50519,1,Goibibo,Sunny,Luxury,Short Trip,5,Neutral,02-05-2024
303,277,Religious,Religious,Solo,Cab,43856,49856,5,Cleartrip,Cold,Luxury,Medium Trip,5,Neutral,01-03-2020
304,2715,Adventure,Adventure,Couple,Car,3911,13511,8,Yatra,Pleasant,Low Budget,Long Trip,1,Unsatisfied,19-09-2021
305,4777,Leisure,Leisure,Family,Cab,38790,44790,5,MakeMyTrip,Sunny,Luxury,Medium Trip,7,Satisfied,14-11-2020
306,3150,Family,Leisure,Group,Car,6767,13967,6,Cleartrip,Pleasant,Low Budget,Long Trip,9,Highly Satisfied,13-07-2023
307,3728,Religious,Religious,Solo,Train,25370,27770,2,Cleartrip,Pleasant,Medium Budget,Short Trip,6,Satisfied,27-10-2023
308,1640,Leisure,Honeymoon,Couple,Cab,14812,19612,4,Cleartrip,Cold,Medium Budget,Medium Trip,3,Unsatisfied,16-06-2022
309,3347,Religious,Religious,Solo,Car,26582,37382,9,MakeMyTrip,Cold,Medium Budget,Long Trip,8,Highly Satisfied,18-09-2020
310,2496,Business,Business,Couple,Flight,36004,46804,9,MakeMyTrip,Pleasant,Luxury,Long Trip,9,Highly Satisfied,29-10-2021
311,4243,Leisure,Leisure,Solo,Bike,44251,49051,4,Booking.com,Cold,Luxury,Medium Trip,6,Satisfied,15-11-2022
312,215,Adventure,Adventure,Solo,Train,58907,68507,8,MakeMyTrip,Cold,Luxury,Long Trip,7,Satisfied,20-06-2021
313,536,Family,Leisure,Solo,Car,32436,38436,5,Goibibo,Sunny,Luxury,Medium Trip,5,Neutral,29-12-2022
314,1362,Business,Business,Couple,Train,37901,41501,3,Booking.com,Cold,Luxury,Medium Trip,10,Highly Satisfied,24-07-2022
315,2642,Leisure,Honeymoon,Couple,Cab,54600,58200,3,Cleartrip,Cold,Luxury,Medium Trip,10,Highly Satisfied,19-12-2021
316,505,Business,Business,Couple,Train,36319,37519,1,MakeMyTrip,Pleasant,Luxury,Short Trip,6,Satisfied,11-08-2020
317,2087,Family,Leisure,Solo,Cab,27053,36653,8,MakeMyTrip,Pleasant,Medium Budget,Long Trip,1,Unsatisfied,25-08-2022
318,2101,Family,Leisure,Group,Bike,34239,41439,6,Goibibo,Sunny,Luxury,Long Trip,6,Satisfied,26-10-2024
319,2432,Leisure,Leisure,Group,Cab,52592,58592,5,Cleartrip,Rainy,Luxury,Medium Trip,6,Satisfied,17-07-2024
320,838,Business,Business,Couple,Cab,13752,24552,9,Yatra,Pleasant,Medium Budget,Long Trip,8,Highly Satisfied,25-06-2020
321,4233,Leisure,Honeymoon,Couple,Cab,46765,50365,3,Yatra,Pleasant,Luxury,Medium Trip,1,Unsatisfied,08-03-2021
322,4337,Leisure,Honeymoon,Couple,Cab,48198,58998,9,MakeMyTrip,Cold,Luxury,Long Trip,6,Satisfied,06-11-2024
323,267,Leisure,Leisure,Couple,Bike,48279,57879,8,Cleartrip,Cold,Luxury,Long Trip,6,Satisfied,24-11-2022
324,204,Religious,Religious,Family,Cab,27479,37079,8,Cleartrip,Rainy,Medium Budget,Long Trip,10,Highly Satisfied,08-12-2022
325,213,Family,Family,Family,Car,27074,34274,6,Cleartrip,Cold,Medium Budget,Long Trip,8,Highly Satisfied,14-08-2020
326,3144,Business,Business,Couple,Train,26819,29219,2,Yatra,Rainy,Medium Budget,Short Trip,6,Satisfied,05-01-2023
327,3638,Family,Family,Family,Train,35275,36475,1,Goibibo,Rainy,Luxury,Short Trip,10,Highly Satisfied,14-01-2024
328,2035,Leisure,Leisure,Family,Car,48136,58936,9,Cleartrip,Cold,Luxury,Long Trip,2,Unsatisfied,16-03-2024
329,2544,Religious,Religious,Family,Train,29420,39020,8,Yatra,Pleasant,Medium Budget,Long Trip,5,Neutral,15-04-2022
330,2951,Religious,Religious,Family,Train,42408,47208,4,Goibibo,Cold,Luxury,Medium Trip,7,Satisfied,15-01-2022
331,3936,Religious,Religious,Solo,Car,29161,33961,4,Cleartrip,Rainy,Medium Budget,Medium Trip,2,Unsatisfied,23-07-2023
332,2036,Family,Family,Family,Car,15996,19596,3,Yatra,Rainy,Medium Budget,Medium Trip,6,Satisfied,13-08-2021
333,863,Leisure,Honeymoon,Couple,Flight,17131,25531,7,Yatra,Sunny,Medium Budget,Long Trip,5,Neutral,27-04-2022
334,962,Business,Business,Couple,Cab,6714,10314,3,Yatra,Cold,Low Budget,Medium Trip,9,Highly Satisfied,31-07-2023
335,2617,Religious,Religious,Couple,Cab,56738,67538,9,Yatra,Sunny,Luxury,Long Trip,6,Satisfied,16-10-2022
336,4826,Adventure,Adventure,Couple,Bike,52726,55126,2,MakeMyTrip,Cold,Luxury,Short Trip,1,Unsatisfied,02-08-2020
337,3304,Business,Business,Solo,Train,44497,46897,2,Goibibo,Sunny,Luxury,Short Trip,1,Unsatisfied,27-03-2022
338,634,Leisure,Honeymoon,Couple,Cab,9814,13414,3,MakeMyTrip,Cold,Low Budget,Medium Trip,1,Unsatisfied,02-07-2024
339,2770,Business,Business,Solo,Cab,52417,54817,2,Yatra,Sunny,Luxury,Short Trip,4,Neutral,31-08-2021
340,2195,Religious,Religious,Solo,Car,55258,61258,5,Yatra,Cold,Luxury,Medium Trip,2,Unsatisfied,03-10-2020
341,2302,Religious,Religious,Family,Train,53529,59529,5,Booking.com,Cold,Luxury,Medium Trip,10,Highly Satisfied,01-04-2020
342,4919,Family,Family,Family,Cab,40857,48057,6,Cleartrip,Pleasant,Luxury,Long Trip,10,Highly Satisfied,14-10-2020
343,3676,Business,Business,Couple,Flight,27278,30878,3,Yatra,Pleasant,Medium Budget,Medium Trip,1,Unsatisfied,11-12-2020
344,3917,Religious,Religious,Couple,Train,52623,62223,8,Booking.com,Sunny,Luxury,Long Trip,1,Unsatisfied,23-07-2021
345,939,Adventure,Adventure,Couple,Train,52650,59850,6,Goibibo,Cold,Luxury,Long Trip,10,Highly Satisfied,12-02-2022
346,1343,Leisure,Honeymoon,Couple,Cab,4140,14940,9,Goibibo,Sunny,Low Budget,Long Trip,1,Unsatisfied,11-05-2023
347,1985,Business,Business,Couple,Flight,55006,64606,8,MakeMyTrip,Rainy,Luxury,Long Trip,2,Unsatisfied,07-02-2022
348,4946,Leisure,Honeymoon,Couple,Cab,6061,12061,5,Goibibo,Sunny,Low Budget,Medium Trip,10,Highly Satisfied,14-04-2024
349,1275,Religious,Religious,Solo,Car,22129,30529,7,Booking.com,Sunny,Medium Budget,Long Trip,1,Unsatisfied,03-03-2020
350,1866,Leisure,Honeymoon,Couple,Cab,42663,52263,8,Goibibo,Cold,Luxury,Long Trip,1,Unsatisfied,23-09-2024
351,1905,Family,Leisure,Family,Bike,13018,20218,6,Goibibo,Sunny,Medium Budget,Long Trip,4,Neutral,09-08-2020
352,170,Family,Leisure,Couple,Train,25736,32936,6,Yatra,Pleasant,Medium Budget,Long Trip,4,Neutral,05-11-2020
353,3352,Religious,Religious,Solo,Car,3909,9909,5,Cleartrip,Rainy,Low Budget,Medium Trip,5,Neutral,25-10-2024
354,3877,Adventure,Adventure,Group,Bike,59718,69318,8,Cleartrip,Pleasant,Luxury,Long Trip,1,Unsatisfied,11-08-2022
355,201,Leisure,Leisure,Group,Bike,23259,32859,8,Yatra,Pleasant,Medium Budget,Long Trip,6,Satisfied,30-05-2023
356,4152,Leisure,Honeymoon,Couple,Flight,53453,63053,8,Cleartrip,Cold,Luxury,Long Trip,9,Highly Satisfied,07-10-2023
357,2153,Leisure,Honeymoon,Couple,Flight,2073,4473,2,Booking.com,Cold,Low Budget,Short Trip,1,Unsatisfied,04-05-2021
358,2644,Religious,Religious,Couple,Train,29046,36246,6,Booking.com,Pleasant,Medium Budget,Long Trip,9,Highly Satisfied,20-11-2023
359,3869,Adventure,Adventure,Solo,Car,15940,21940,5,Yatra,Pleasant,Medium Budget,Medium Trip,7,Satisfied,31-08-2022
360,3487,Business,Business,Solo,Flight,41978,52778,9,Goibibo,Rainy,Luxury,Long Trip,7,Satisfied,28-01-2021
361,4368,Leisure,Leisure,Solo,Car,41096,47096,5,Goibibo,Rainy,Luxury,Medium Trip,5,Neutral,09-10-2020
362,692,Family,Leisure,Solo,Cab,6983,14183,6,MakeMyTrip,Rainy,Low Budget,Long Trip,7,Satisfied,29-04-2022
363,3263,Leisure,Family,Family,Train,25351,30151,4,Booking.com,Cold,Medium Budget,Medium Trip,9,Highly Satisfied,27-11-2024
364,3005,Family,Family,Family,Car,46583,47783,1,Booking.com,Rainy,Luxury,Short Trip,6,Satisfied,12-11-2024
365,2649,Adventure,Adventure,Solo,Train,20715,23115,2,Goibibo,Sunny,Medium Budget,Short Trip,7,Satisfied,30-11-2022
366,3046,Religious,Religious,Family,Car,6994,17794,9,Cleartrip,Sunny,Low Budget,Long Trip,7,Satisfied,08-05-2020
367,4264,Leisure,Leisure,Group,Train,54687,63087,7,Booking.com,Cold,Luxury,Long Trip,5,Neutral,17-06-2020
368,2637,Religious,Religious,Couple,Car,14890,19690,4,Cleartrip,Sunny,Medium Budget,Medium Trip,2,Unsatisfied,26-02-2020
369,1894,Family,Family,Family,Train,40514,47714,6,Booking.com,Pleasant,Luxury,Long Trip,10,Highly Satisfied,31-10-2021
370,272,Religious,Religious,Solo,Car,42067,46867,4,Cleartrip,Sunny,Luxury,Medium Trip,2,Unsatisfied,02-09-2024
371,2336,Family,Family,Family,Cab,41381,47381,5,Booking.com,Sunny,Luxury,Medium Trip,10,Highly Satisfied,12-10-2020
372,4291,Religious,Religious,Couple,Cab,17389,22189,4,Yatra,Cold,Medium Budget,Medium Trip,7,Satisfied,10-07-2022
373,559,Religious,Religious,Family,Cab,29892,37092,6,Cleartrip,Cold,Medium Budget,Long Trip,9,Highly Satisfied,03-04-2023
374,2376,Family,Leisure,Group,Bike,41321,49721,7,Booking.com,Pleasant,Luxury,Long Trip,6,Satisfied,16-11-2022
375,2065,Leisure,Family,Family,Cab,55098,59898,4,Goibibo,Sunny,Luxury,Medium Trip,2,Unsatisfied,17-11-2021
376,3105,Religious,Religious,Couple,Car,29026,39826,9,Booking.com,Sunny,Medium Budget,Long Trip,4,Neutral,07-11-2022
377,1603,Family,Family,Family,Train,35301,37701,2,Yatra,Sunny,Luxury,Short Trip,7,Satisfied,10-11-2024
378,1986,Family,Leisure,Couple,Train,58508,68108,8,Cleartrip,Sunny,Luxury,Long Trip,4,Neutral,23-03-2022
379,3393,Leisure,Leisure,Solo,Car,16450,23650,6,Goibibo,Pleasant,Medium Budget,Long Trip,4,Neutral,05-09-2020
380,4897,Religious,Religious,Family,Car,12962,17762,4,Booking.com,Rainy,Medium Budget,Medium Trip,10,Highly Satisfied,11-06-2021
381,361,Adventure,Adventure,Group,Car,2737,11137,7,MakeMyTrip,Sunny,Low Budget,Long Trip,8,Highly Satisfied,16-11-2024
382,3264,Leisure,Family,Family,Train,45976,56776,9,Yatra,Rainy,Luxury,Long Trip,5,Neutral,12-03-2022
383,14,Adventure,Adventure,Solo,Train,50404,51604,1,Cleartrip,Cold,Luxury,Short Trip,1,Unsatisfied,16-10-2022
384,369,Leisure,Family,Family,Cab,28853,38453,8,Booking.com,Cold,Medium Budget,Long Trip,6,Satisfied,03-09-2023
385,3106,Business,Business,Couple,Flight,10670,15470,4,Booking.com,Rainy,Medium Budget,Medium Trip,8,Highly Satisfied,28-03-2020
386,570,Business,Business,Solo,Train,16863,19263,2,,Pleasant,Medium Budget,Short Trip,1,Unsatisfied,02-05-2024
387,1717,Family,Family,Family,Car,40910,45710,4,Cleartrip,Sunny,Luxury,Medium Trip,2,Unsatisfied,20-02-2023
388,273,Religious,Religious,Solo,Cab,26746,35146,7,Cleartrip,Pleasant,Medium Budget,Long Trip,10,Highly Satisfied,07-01-2023
389,1372,Religious,Religious,Couple,Cab,27354,34554,6,Goibibo,Sunny,Medium Budget,Long Trip,6,Satisfied,07-01-2021
390,2053,Adventure,Adventure,Group,Bike,38020,39220,1,,Sunny,Luxury,Short Trip,6,Satisfied,22-09-2020
391,4587,Business,Business,Solo,Flight,13632,22032,7,Booking.com,Pleasant,Medium Budget,Long Trip,3,Unsatisfied,09-04-2023
392,3141,Leisure,Honeymoon,Couple,Flight,28517,39317,9,Cleartrip,Rainy,Medium Budget,Long Trip,2,Unsatisfied,05-01-2022
393,3721,Religious,Religious,Solo,Car,19088,25088,5,MakeMyTrip,Pleasant,Medium Budget,Medium Trip,3,Unsatisfied,21-02-2020
394,3817,Leisure,Family,Family,Car,39274,46474,6,Cleartrip,Rainy,Luxury,Long Trip,1,Unsatisfied,15-05-2023
395,3951,Leisure,Leisure,Family,Bike,29110,30310,1,MakeMyTrip,Pleasant,Medium Budget,Short Trip,4,Neutral,15-01-2024
396,4636,Leisure,Family,Family,Car,27217,35617,7,Booking.com,Cold,Medium Budget,Long Trip,2,Unsatisfied,28-06-2024
397,924,Family,Family,Family,Cab,53253,54453,1,Cleartrip,Rainy,Luxury,Short Trip,10,Highly Satisfied,17-11-2024
398,1152,Business,Business,Solo,Flight,32373,37173,4,Yatra,Cold,Luxury,Medium Trip,2,Unsatisfied,05-05-2020
